Country,PPCG_Donor_Id,Matching_WGS_Sample,WGS_Local_Sample_Id,PPCG_Meth_Sample_ID,Platform,Meth_Local_Sample_ID,Meth_Sample_Type,MetastaticSite,Meth_Distance_To_WGS_Sample,Meth_RNASeq_Annot,idat_grn_filename,idat_red_filename,Date_of_scan_or_Sequencing,Comments,Is_FFPE
USA,PPCG1631,NA,NA,PPCG1631a_450k,450k,TCGA-HC-7821-01A,TUM,NA,UNMATCH,MATCHED,7310440095_R01C02_Grn.idat,7310440095_R01C02_Red.idat,NA,,
USA,PPCG1632,NA,NA,PPCG1632a_450k,450k,TCGA-HC-8213-01A,TUM,NA,UNMATCH,MATCHED,9296931023_R01C02_Grn.idat,9296931023_R01C02_Red.idat,NA,,
USA,PPCG1633,NA,NA,PPCG1633a_450k,450k,TCGA-HC-8216-01A,TUM,NA,UNMATCH,MATCHED,9296931048_R03C01_Grn.idat,9296931048_R03C01_Red.idat,NA,,
USA,PPCG1634,NA,NA,PPCG1634a_450k,450k,TCGA-HC-8256-01A,TUM,NA,UNMATCH,MATCHED,6285633020_R03C01_Grn.idat,6285633020_R03C01_Red.idat,NA,,
USA,PPCG1635,NA,NA,PPCG1635a_450k,450k,TCGA-HC-8257-01A,TUM,NA,UNMATCH,MATCHED,6285633019_R03C02_Grn.idat,6285633019_R03C02_Red.idat,NA,,
USA,PPCG1636,NA,NA,PPCG1636a_450k,450k,TCGA-HC-8259-01A,TUM,NA,UNMATCH,MATCHED,6285633019_R05C02_Grn.idat,6285633019_R05C02_Red.idat,NA,,
USA,PPCG1637,NA,NA,PPCG1637a_450k,450k,TCGA-HC-8260-01A,TUM,NA,UNMATCH,MATCHED,6285633019_R04C02_Grn.idat,6285633019_R04C02_Red.idat,NA,,
USA,PPCG1638,NA,NA,PPCG1638a_450k,450k,TCGA-HC-8261-01B,TUM,NA,UNMATCH,MATCHED,7796806125_R04C01_Grn.idat,7796806125_R04C01_Red.idat,NA,,
USA,PPCG1639,NA,NA,PPCG1639a_450k,450k,TCGA-HC-8262-01A,TUM,NA,UNMATCH,MATCHED,6285633019_R05C01_Grn.idat,6285633019_R05C01_Red.idat,NA,,
USA,PPCG1640,NA,NA,PPCG1640a_450k,450k,TCGA-HC-8264-01B,TUM,NA,UNMATCH,MATCHED,8795194031_R05C02_Grn.idat,8795194031_R05C02_Red.idat,NA,,
USA,PPCG1641,NA,NA,PPCG1641a_450k,450k,TCGA-HC-8265-01B,TUM,NA,UNMATCH,MATCHED,7796806109_R02C02_Grn.idat,7796806109_R02C02_Red.idat,NA,,
USA,PPCG1642,NA,NA,PPCG1642a_450k,450k,TCGA-HC-8266-01A,TUM,NA,UNMATCH,MATCHED,6285633019_R02C01_Grn.idat,6285633019_R02C01_Red.idat,NA,,
USA,PPCG1643,NA,NA,PPCG1643a_450k,450k,TCGA-HC-A48F-01A,TUM,NA,UNMATCH,MATCHED,8784241045_R01C02_Grn.idat,8784241045_R01C02_Red.idat,NA,,
USA,PPCG1644,NA,NA,PPCG1644a_450k,450k,TCGA-HC-A4ZV-01A,TUM,NA,UNMATCH,MATCHED,8795194083_R02C02_Grn.idat,8795194083_R02C02_Red.idat,NA,,
USA,PPCG1645,NA,NA,PPCG1645a_450k,450k,TCGA-HC-A631-01A,TUM,NA,UNMATCH,MATCHED,9296931048_R01C02_Grn.idat,9296931048_R01C02_Red.idat,NA,,
USA,PPCG1646,NA,NA,PPCG1646a_450k,450k,TCGA-HC-A632-01A,TUM,NA,UNMATCH,MATCHED,9296931048_R03C02_Grn.idat,9296931048_R03C02_Red.idat,NA,,
USA,PPCG1647,NA,NA,PPCG1647a_450k,450k,TCGA-HC-A6AL-01A,TUM,NA,UNMATCH,MATCHED,9305216096_R04C01_Grn.idat,9305216096_R04C01_Red.idat,NA,,
USA,PPCG1648,NA,NA,PPCG1648a_450k,450k,TCGA-HC-A6AN-01A,TUM,NA,UNMATCH,MATCHED,9305216065_R05C02_Grn.idat,9305216065_R05C02_Red.idat,NA,,
USA,PPCG1649,NA,NA,PPCG1649a_450k,450k,TCGA-HC-A6AO-01A,TUM,NA,UNMATCH,MATCHED,9305216096_R01C02_Grn.idat,9305216096_R01C02_Red.idat,NA,,
USA,PPCG1650,NA,NA,PPCG1650a_450k,450k,TCGA-HC-A6AP-01A,TUM,NA,UNMATCH,MATCHED,9305216096_R02C01_Grn.idat,9305216096_R02C01_Red.idat,NA,,
USA,PPCG1651,NA,NA,PPCG1651a_450k,450k,TCGA-HC-A6AQ-01A,TUM,NA,UNMATCH,MATCHED,9305216096_R06C01_Grn.idat,9305216096_R06C01_Red.idat,NA,,
USA,PPCG1652,NA,NA,PPCG1652a_450k,450k,TCGA-HC-A6AS-01A,TUM,NA,UNMATCH,MATCHED,9305216096_R03C01_Grn.idat,9305216096_R03C01_Red.idat,NA,,
USA,PPCG1653,NA,NA,PPCG1653a_450k,450k,TCGA-HC-A6HX-01A,TUM,NA,UNMATCH,MATCHED,9283265090_R04C01_Grn.idat,9283265090_R04C01_Red.idat,NA,,
USA,PPCG1654,NA,NA,PPCG1654a_450k,450k,TCGA-HC-A6HY-01A,TUM,NA,UNMATCH,MATCHED,9283265090_R04C02_Grn.idat,9283265090_R04C02_Red.idat,NA,,
USA,PPCG1655,NA,NA,PPCG1655a_450k,450k,TCGA-HC-A76W-01A,TUM,NA,UNMATCH,MATCHED,9422493015_R05C01_Grn.idat,9422493015_R05C01_Red.idat,NA,,
USA,PPCG1656,NA,NA,PPCG1656a_450k,450k,TCGA-HC-A76X-01A,TUM,NA,UNMATCH,MATCHED,9422491154_R06C02_Grn.idat,9422491154_R06C02_Red.idat,NA,,
USA,PPCG1657,NA,NA,PPCG1657a_450k,450k,TCGA-HC-A8CY-01A,TUM,NA,UNMATCH,MATCHED,9934625034_R02C02_Grn.idat,9934625034_R02C02_Red.idat,NA,,
USA,PPCG1658,NA,NA,PPCG1658a_450k,450k,TCGA-HC-A8D0-01A,TUM,NA,UNMATCH,MATCHED,9934625049_R02C01_Grn.idat,9934625049_R02C01_Red.idat,NA,,
USA,PPCG1659,NA,NA,PPCG1659a_450k,450k,TCGA-HC-A8D1-01A,TUM,NA,UNMATCH,MATCHED,9934625049_R02C02_Grn.idat,9934625049_R02C02_Red.idat,NA,,
USA,PPCG1660,NA,NA,PPCG1660a_450k,450k,TCGA-HC-A9TE-01A,TUM,NA,UNMATCH,MATCHED,3999543013_R04C01_Grn.idat,3999543013_R04C01_Red.idat,NA,,
USA,PPCG1661,NA,NA,PPCG1661a_450k,450k,TCGA-HC-A9TH-01A,TUM,NA,UNMATCH,MATCHED,3999547163_R02C01_Grn.idat,3999547163_R02C01_Red.idat,NA,,
USA,PPCG1662,NA,NA,PPCG1662a_450k,450k,TCGA-HI-7168-01A,TUM,NA,UNMATCH,MATCHED,7310440095_R03C02_Grn.idat,7310440095_R03C02_Red.idat,NA,,
USA,PPCG1663,NA,NA,PPCG1663a_450k,450k,TCGA-HI-7170-01A,TUM,NA,UNMATCH,MATCHED,7310440059_R02C02_Grn.idat,7310440059_R02C02_Red.idat,NA,,
USA,PPCG1664,NA,NA,PPCG1664a_450k,450k,TCGA-HI-7171-01A,TUM,NA,UNMATCH,MATCHED,7310440073_R01C02_Grn.idat,7310440073_R01C02_Red.idat,NA,,
USA,PPCG1665,NA,NA,PPCG1665a_450k,450k,TCGA-J4-8198-01A,TUM,NA,UNMATCH,MATCHED,6285633019_R02C02_Grn.idat,6285633019_R02C02_Red.idat,NA,,
USA,PPCG1666,NA,NA,PPCG1666a_450k,450k,TCGA-J4-8200-01A,TUM,NA,UNMATCH,MATCHED,9296931023_R04C02_Grn.idat,9296931023_R04C02_Red.idat,NA,,
USA,PPCG1667,NA,NA,PPCG1667a_450k,450k,TCGA-J4-A67K-01A,TUM,NA,UNMATCH,MATCHED,9305216096_R05C02_Grn.idat,9305216096_R05C02_Red.idat,NA,,
USA,PPCG1668,NA,NA,PPCG1668a_450k,450k,TCGA-J4-A67L-01A,TUM,NA,UNMATCH,MATCHED,9305216065_R06C02_Grn.idat,9305216065_R06C02_Red.idat,NA,,
USA,PPCG1669,NA,NA,PPCG1669a_450k,450k,TCGA-J4-A67M-01A,TUM,NA,UNMATCH,MATCHED,9305216096_R05C01_Grn.idat,9305216096_R05C01_Red.idat,NA,,
USA,PPCG1670,NA,NA,PPCG1670a_450k,450k,TCGA-J4-A67N-01A,TUM,NA,UNMATCH,MATCHED,9305216065_R05C01_Grn.idat,9305216065_R05C01_Red.idat,NA,,
USA,PPCG1671,NA,NA,PPCG1671a_450k,450k,TCGA-J4-A67O-01A,TUM,NA,UNMATCH,MATCHED,9305216065_R04C02_Grn.idat,9305216065_R04C02_Red.idat,NA,,
USA,PPCG1672,NA,NA,PPCG1672a_450k,450k,TCGA-J4-A67Q-01A,TUM,NA,UNMATCH,MATCHED,9305216096_R03C02_Grn.idat,9305216096_R03C02_Red.idat,NA,,
USA,PPCG1673,NA,NA,PPCG1673a_450k,450k,TCGA-J4-A67R-01A,TUM,NA,UNMATCH,MATCHED,9305216096_R01C01_Grn.idat,9305216096_R01C01_Red.idat,NA,,
USA,PPCG1674,NA,NA,PPCG1674a_450k,450k,TCGA-J4-A67S-01A,TUM,NA,UNMATCH,MATCHED,9305216096_R04C02_Grn.idat,9305216096_R04C02_Red.idat,NA,,
USA,PPCG1675,NA,NA,PPCG1675a_450k,450k,TCGA-J4-A67T-01A,TUM,NA,UNMATCH,MATCHED,9305216143_R01C01_Grn.idat,9305216143_R01C01_Red.idat,NA,,
USA,PPCG1676,NA,NA,PPCG1676a_450k,450k,TCGA-J4-A6G1-01A,TUM,NA,UNMATCH,MATCHED,9305216142_R01C02_Grn.idat,9305216142_R01C02_Red.idat,NA,,
USA,PPCG1677,NA,NA,PPCG1677a_450k,450k,TCGA-J4-A6G3-01A,TUM,NA,UNMATCH,MATCHED,9305216142_R02C01_Grn.idat,9305216142_R02C01_Red.idat,NA,,
USA,PPCG1678,NA,NA,PPCG1678a_450k,450k,TCGA-J4-A6M7-01A,TUM,NA,UNMATCH,MATCHED,9283265090_R03C02_Grn.idat,9283265090_R03C02_Red.idat,NA,,
USA,PPCG1679,NA,NA,PPCG1679a_450k,450k,TCGA-J4-A83I-01A,TUM,NA,UNMATCH,MATCHED,9934625049_R03C02_Grn.idat,9934625049_R03C02_Red.idat,NA,,
USA,PPCG1680,NA,NA,PPCG1680a_450k,450k,TCGA-J4-A83J-01A,TUM,NA,UNMATCH,MATCHED,9934625036_R06C02_Grn.idat,9934625036_R06C02_Red.idat,NA,,
USA,PPCG1681,NA,NA,PPCG1681a_450k,450k,TCGA-J4-A83K-01A,TUM,NA,UNMATCH,MATCHED,9630789125_R03C01_Grn.idat,9630789125_R03C01_Red.idat,NA,,
USA,PPCG1682,NA,NA,PPCG1682a_450k,450k,TCGA-J4-A83L-01A,TUM,NA,UNMATCH,MATCHED,9630789138_R04C02_Grn.idat,9630789138_R04C02_Red.idat,NA,,
USA,PPCG1683,NA,NA,PPCG1683a_450k,450k,TCGA-J4-A83M-01A,TUM,NA,UNMATCH,MATCHED,9630789122_R02C02_Grn.idat,9630789122_R02C02_Red.idat,NA,,
USA,PPCG1684,NA,NA,PPCG1684a_450k,450k,TCGA-J4-A83N-01A,TUM,NA,UNMATCH,MATCHED,9630789125_R05C01_Grn.idat,9630789125_R05C01_Red.idat,NA,,
USA,PPCG1685,NA,NA,PPCG1685a_450k,450k,TCGA-J4-AATV-01A,TUM,NA,UNMATCH,MATCHED,3999547132_R01C01_Grn.idat,3999547132_R01C01_Red.idat,NA,,
USA,PPCG1686,NA,NA,PPCG1686a_450k,450k,TCGA-J4-AATZ-01A,TUM,NA,UNMATCH,MATCHED,3999547132_R06C02_Grn.idat,3999547132_R06C02_Red.idat,NA,,
USA,PPCG1687,NA,NA,PPCG1687a_450k,450k,TCGA-J4-AAU2-01A,TUM,NA,UNMATCH,MATCHED,3999543013_R04C02_Grn.idat,3999543013_R04C02_Red.idat,NA,,
USA,PPCG1688,NA,NA,PPCG1688a_450k,450k,TCGA-J9-A52B-01A,TUM,NA,UNMATCH,MATCHED,8795194083_R02C01_Grn.idat,8795194083_R02C01_Red.idat,NA,,
USA,PPCG1689,NA,NA,PPCG1689a_450k,450k,TCGA-J9-A52C-01A,TUM,NA,UNMATCH,MATCHED,8795194083_R03C01_Grn.idat,8795194083_R03C01_Red.idat,NA,,
USA,PPCG1690,NA,NA,PPCG1690a_450k,450k,TCGA-J9-A52D-01A,TUM,NA,UNMATCH,MATCHED,9296931023_R06C02_Grn.idat,9296931023_R06C02_Red.idat,NA,,
USA,PPCG1691,NA,NA,PPCG1691a_450k,450k,TCGA-J9-A52E-01A,TUM,NA,UNMATCH,MATCHED,8795194083_R03C02_Grn.idat,8795194083_R03C02_Red.idat,NA,,
USA,PPCG1692,NA,NA,PPCG1692a_450k,450k,TCGA-J9-A8CK-01A,TUM,NA,UNMATCH,MATCHED,9630789138_R02C01_Grn.idat,9630789138_R02C01_Red.idat,NA,,
USA,PPCG1693,NA,NA,PPCG1693a_450k,450k,TCGA-J9-A8CL-01A,TUM,NA,UNMATCH,MATCHED,9630789125_R01C01_Grn.idat,9630789125_R01C01_Red.idat,NA,,
USA,PPCG1694,NA,NA,PPCG1694a_450k,450k,TCGA-J9-A8CM-01A,TUM,NA,UNMATCH,MATCHED,9630789125_R04C01_Grn.idat,9630789125_R04C01_Red.idat,NA,,
USA,PPCG1695,NA,NA,PPCG1695a_450k,450k,TCGA-J9-A8CN-01A,TUM,NA,UNMATCH,MATCHED,9630789138_R02C02_Grn.idat,9630789138_R02C02_Red.idat,NA,,
USA,PPCG1696,NA,NA,PPCG1696a_450k,450k,TCGA-J9-A8CP-01A,TUM,NA,UNMATCH,MATCHED,9630789138_R05C02_Grn.idat,9630789138_R05C02_Red.idat,NA,,
USA,PPCG1697,NA,NA,PPCG1697a_450k,450k,TCGA-KC-A4BL-01A,TUM,NA,UNMATCH,MATCHED,8784241045_R01C01_Grn.idat,8784241045_R01C01_Red.idat,NA,,
USA,PPCG1698,NA,NA,PPCG1698a_450k,450k,TCGA-KC-A4BN-01A,TUM,NA,UNMATCH,MATCHED,8784241045_R03C02_Grn.idat,8784241045_R03C02_Red.idat,NA,,
USA,PPCG1699,NA,NA,PPCG1699a_450k,450k,TCGA-KC-A4BO-01A,TUM,NA,UNMATCH,MATCHED,8784241045_R02C02_Grn.idat,8784241045_R02C02_Red.idat,NA,,
USA,PPCG1700,NA,NA,PPCG1700a_450k,450k,TCGA-KC-A4BR-01A,TUM,NA,UNMATCH,MATCHED,8784241045_R06C01_Grn.idat,8784241045_R06C01_Red.idat,NA,,
USA,PPCG1701,NA,NA,PPCG1701a_450k,450k,TCGA-KC-A4BV-01A,TUM,NA,UNMATCH,MATCHED,8795194078_R06C02_Grn.idat,8795194078_R06C02_Red.idat,NA,,
USA,PPCG1702,NA,NA,PPCG1702a_450k,450k,TCGA-KC-A7F3-01A,TUM,NA,UNMATCH,MATCHED,9422493015_R02C02_Grn.idat,9422493015_R02C02_Red.idat,NA,,
USA,PPCG1703,NA,NA,PPCG1703a_450k,450k,TCGA-KC-A7F5-01A,TUM,NA,UNMATCH,MATCHED,9422491154_R03C02_Grn.idat,9422491154_R03C02_Red.idat,NA,,
USA,PPCG1704,NA,NA,PPCG1704a_450k,450k,TCGA-KC-A7F6-01A,TUM,NA,UNMATCH,MATCHED,9422491154_R04C02_Grn.idat,9422491154_R04C02_Red.idat,NA,,
USA,PPCG1705,NA,NA,PPCG1705a_450k,450k,TCGA-KC-A7FA-01A,TUM,NA,UNMATCH,MATCHED,9422493015_R01C02_Grn.idat,9422493015_R01C02_Red.idat,NA,,
USA,PPCG1706,NA,NA,PPCG1706a_450k,450k,TCGA-KC-A7FD-01A,TUM,NA,UNMATCH,MATCHED,9422493015_R03C01_Grn.idat,9422493015_R03C01_Red.idat,NA,,
USA,PPCG1707,NA,NA,PPCG1707a_450k,450k,TCGA-KC-A7FE-01A,TUM,NA,UNMATCH,MATCHED,9422493015_R06C02_Grn.idat,9422493015_R06C02_Red.idat,NA,,
USA,PPCG1708,NA,NA,PPCG1708a_450k,450k,TCGA-KK-A59V-01A,TUM,NA,UNMATCH,MATCHED,9296931048_R01C01_Grn.idat,9296931048_R01C01_Red.idat,NA,,
USA,PPCG1709,NA,NA,PPCG1709a_450k,450k,TCGA-KK-A59X-01A,TUM,NA,UNMATCH,MATCHED,9296931023_R03C02_Grn.idat,9296931023_R03C02_Red.idat,NA,,
USA,PPCG1710,NA,NA,PPCG1710a_450k,450k,TCGA-KK-A59Y-01A,TUM,NA,UNMATCH,MATCHED,8795194083_R06C01_Grn.idat,8795194083_R06C01_Red.idat,NA,,
USA,PPCG1711,NA,NA,PPCG1711a_450k,450k,TCGA-KK-A59Z-01A,TUM,NA,UNMATCH,MATCHED,8795194083_R04C01_Grn.idat,8795194083_R04C01_Red.idat,NA,,
USA,PPCG1712,NA,NA,PPCG1712a_450k,450k,TCGA-KK-A5A1-01A,TUM,NA,UNMATCH,MATCHED,9296931023_R05C02_Grn.idat,9296931023_R05C02_Red.idat,NA,,
USA,PPCG1713,NA,NA,PPCG1713a_450k,450k,TCGA-KK-A6DY-01A,TUM,NA,UNMATCH,MATCHED,9305216142_R02C02_Grn.idat,9305216142_R02C02_Red.idat,NA,,
USA,PPCG1714,NA,NA,PPCG1714a_450k,450k,TCGA-KK-A6E0-01A,TUM,NA,UNMATCH,MATCHED,9305216142_R05C01_Grn.idat,9305216142_R05C01_Red.idat,NA,,
USA,PPCG1715,NA,NA,PPCG1715a_450k,450k,TCGA-KK-A6E1-01A,TUM,NA,UNMATCH,MATCHED,9305216142_R03C02_Grn.idat,9305216142_R03C02_Red.idat,NA,,
USA,PPCG1716,NA,NA,PPCG1716a_450k,450k,TCGA-KK-A6E2-01A,TUM,NA,UNMATCH,MATCHED,9305216142_R05C02_Grn.idat,9305216142_R05C02_Red.idat,NA,,
USA,PPCG1717,NA,NA,PPCG1717a_450k,450k,TCGA-KK-A6E3-01A,TUM,NA,UNMATCH,MATCHED,9305216096_R02C02_Grn.idat,9305216096_R02C02_Red.idat,NA,,
USA,PPCG1718,NA,NA,PPCG1718a_450k,450k,TCGA-KK-A6E4-01A,TUM,NA,UNMATCH,MATCHED,9305216065_R03C02_Grn.idat,9305216065_R03C02_Red.idat,NA,,
USA,PPCG1719,NA,NA,PPCG1719a_450k,450k,TCGA-KK-A6E5-01A,TUM,NA,UNMATCH,MATCHED,9305216142_R03C01_Grn.idat,9305216142_R03C01_Red.idat,NA,,
USA,PPCG1720,NA,NA,PPCG1720a_450k,450k,TCGA-KK-A6E6-01A,TUM,NA,UNMATCH,MATCHED,9305216142_R06C02_Grn.idat,9305216142_R06C02_Red.idat,NA,,
USA,PPCG1721,NA,NA,PPCG1721a_450k,450k,TCGA-KK-A6E7-01A,TUM,NA,UNMATCH,MATCHED,9283265090_R05C02_Grn.idat,9283265090_R05C02_Red.idat,NA,,
USA,PPCG1722,NA,NA,PPCG1722a_450k,450k,TCGA-KK-A6E8-01A,TUM,NA,UNMATCH,MATCHED,9283265100_R01C01_Grn.idat,9283265100_R01C01_Red.idat,NA,,
USA,PPCG1723,NA,NA,PPCG1723a_450k,450k,TCGA-KK-A7AP-01A,TUM,NA,UNMATCH,MATCHED,9422491154_R05C02_Grn.idat,9422491154_R05C02_Red.idat,NA,,
USA,PPCG1724,NA,NA,PPCG1724a_450k,450k,TCGA-KK-A7AQ-01A,TUM,NA,UNMATCH,MATCHED,9422491154_R06C01_Grn.idat,9422491154_R06C01_Red.idat,NA,,
USA,PPCG1725,NA,NA,PPCG1725a_450k,450k,TCGA-KK-A7AU-01A,TUM,NA,UNMATCH,MATCHED,9283265160_R02C01_Grn.idat,9283265160_R02C01_Red.idat,NA,,
USA,PPCG1726,NA,NA,PPCG1726a_450k,450k,TCGA-KK-A7AV-01A,TUM,NA,UNMATCH,MATCHED,9283265160_R02C02_Grn.idat,9283265160_R02C02_Red.idat,NA,,
USA,PPCG1727,NA,NA,PPCG1727a_450k,450k,TCGA-KK-A7AW-01A,TUM,NA,UNMATCH,MATCHED,9283265160_R05C01_Grn.idat,9283265160_R05C01_Red.idat,NA,,
USA,PPCG1728,NA,NA,PPCG1728a_450k,450k,TCGA-KK-A7AY-01A,TUM,NA,UNMATCH,MATCHED,9422493015_R03C02_Grn.idat,9422493015_R03C02_Red.idat,NA,,
USA,PPCG1729,NA,NA,PPCG1729a_450k,450k,TCGA-KK-A7AZ-01A,TUM,NA,UNMATCH,MATCHED,9297949031_R01C02_Grn.idat,9297949031_R01C02_Red.idat,NA,,
USA,PPCG1730,NA,NA,PPCG1730a_450k,450k,TCGA-KK-A7B0-01A,TUM,NA,UNMATCH,MATCHED,9297949031_R02C02_Grn.idat,9297949031_R02C02_Red.idat,NA,,
USA,PPCG1731,NA,NA,PPCG1731a_450k,450k,TCGA-KK-A7B1-01A,TUM,NA,UNMATCH,MATCHED,9283265160_R06C02_Grn.idat,9283265160_R06C02_Red.idat,NA,,
USA,PPCG1732,NA,NA,PPCG1732a_450k,450k,TCGA-KK-A7B2-01A,TUM,NA,UNMATCH,MATCHED,9297949031_R05C01_Grn.idat,9297949031_R05C01_Red.idat,NA,,
USA,PPCG1733,NA,NA,PPCG1733a_450k,450k,TCGA-KK-A7B3-01A,TUM,NA,UNMATCH,MATCHED,9422493015_R04C02_Grn.idat,9422493015_R04C02_Red.idat,NA,,
USA,PPCG1734,NA,NA,PPCG1734a_450k,450k,TCGA-KK-A7B4-01A,TUM,NA,UNMATCH,MATCHED,9283265160_R03C02_Grn.idat,9283265160_R03C02_Red.idat,NA,,
USA,PPCG1735,NA,NA,PPCG1735a_450k,450k,TCGA-KK-A8I4-01A,TUM,NA,UNMATCH,MATCHED,9934625049_R05C01_Grn.idat,9934625049_R05C01_Red.idat,NA,,
USA,PPCG1736,NA,NA,PPCG1736a_450k,450k,TCGA-KK-A8I5-01A,TUM,NA,UNMATCH,MATCHED,9934625042_R06C02_Grn.idat,9934625042_R06C02_Red.idat,NA,,
USA,PPCG1737,NA,NA,PPCG1737a_450k,450k,TCGA-KK-A8I6-01A,TUM,NA,UNMATCH,MATCHED,9934625036_R05C02_Grn.idat,9934625036_R05C02_Red.idat,NA,,
USA,PPCG1738,NA,NA,PPCG1738a_450k,450k,TCGA-KK-A8I7-01A,TUM,NA,UNMATCH,MATCHED,9934625034_R06C02_Grn.idat,9934625034_R06C02_Red.idat,NA,,
USA,PPCG1739,NA,NA,PPCG1739a_450k,450k,TCGA-KK-A8I8-01A,TUM,NA,UNMATCH,MATCHED,9934625036_R03C02_Grn.idat,9934625036_R03C02_Red.idat,NA,,
USA,PPCG1740,NA,NA,PPCG1740a_450k,450k,TCGA-KK-A8I9-01A,TUM,NA,UNMATCH,MATCHED,9934625049_R06C01_Grn.idat,9934625049_R06C01_Red.idat,NA,,
USA,PPCG1741,NA,NA,PPCG1741a_450k,450k,TCGA-KK-A8IA-01A,TUM,NA,UNMATCH,MATCHED,9934625034_R06C01_Grn.idat,9934625034_R06C01_Red.idat,NA,,
USA,PPCG1742,NA,NA,PPCG1742a_450k,450k,TCGA-KK-A8IB-01A,TUM,NA,UNMATCH,MATCHED,9934625036_R02C01_Grn.idat,9934625036_R02C01_Red.idat,NA,,
USA,PPCG1743,NA,NA,PPCG1743a_450k,450k,TCGA-KK-A8IC-01A,TUM,NA,UNMATCH,MATCHED,9934625036_R01C01_Grn.idat,9934625036_R01C01_Red.idat,NA,,
USA,PPCG1744,NA,NA,PPCG1744a_450k,450k,TCGA-KK-A8ID-01A,TUM,NA,UNMATCH,MATCHED,9934625042_R01C02_Grn.idat,9934625042_R01C02_Red.idat,NA,,
USA,PPCG1745,NA,NA,PPCG1745a_450k,450k,TCGA-KK-A8IF-01A,TUM,NA,UNMATCH,MATCHED,9934625042_R02C02_Grn.idat,9934625042_R02C02_Red.idat,NA,,
USA,PPCG1746,NA,NA,PPCG1746a_450k,450k,TCGA-KK-A8IG-01A,TUM,NA,UNMATCH,MATCHED,9934625036_R01C02_Grn.idat,9934625036_R01C02_Red.idat,NA,,
USA,PPCG1747,NA,NA,PPCG1747a_450k,450k,TCGA-KK-A8IH-01A,TUM,NA,UNMATCH,MATCHED,9934625042_R04C01_Grn.idat,9934625042_R04C01_Red.idat,NA,,
USA,PPCG1748,NA,NA,PPCG1748a_450k,450k,TCGA-KK-A8II-01A,TUM,NA,UNMATCH,MATCHED,9934625036_R02C02_Grn.idat,9934625036_R02C02_Red.idat,NA,,
USA,PPCG1749,NA,NA,PPCG1749a_450k,450k,TCGA-KK-A8IJ-01A,TUM,NA,UNMATCH,MATCHED,9630789122_R03C02_Grn.idat,9630789122_R03C02_Red.idat,NA,,
USA,PPCG1750,NA,NA,PPCG1750a_450k,450k,TCGA-KK-A8IK-01A,TUM,NA,UNMATCH,MATCHED,9934625042_R01C01_Grn.idat,9934625042_R01C01_Red.idat,NA,,
USA,PPCG1751,NA,NA,PPCG1751a_450k,450k,TCGA-KK-A8IL-01A,TUM,NA,UNMATCH,MATCHED,9934625042_R03C01_Grn.idat,9934625042_R03C01_Red.idat,NA,,
USA,PPCG1752,NA,NA,PPCG1752a_450k,450k,TCGA-KK-A8IM-01A,TUM,NA,UNMATCH,MATCHED,9934625049_R03C01_Grn.idat,9934625049_R03C01_Red.idat,NA,,
USA,PPCG1753,NA,NA,PPCG1753a_450k,450k,TCGA-M7-A71Y-01A,TUM,NA,UNMATCH,MATCHED,9297949031_R02C01_Grn.idat,9297949031_R02C01_Red.idat,NA,,
USA,PPCG1754,NA,NA,PPCG1754a_450k,450k,TCGA-M7-A71Z-01A,TUM,NA,UNMATCH,MATCHED,9297949031_R03C01_Grn.idat,9297949031_R03C01_Red.idat,NA,,
USA,PPCG1755,NA,NA,PPCG1755a_450k,450k,TCGA-M7-A720-01A,TUM,NA,UNMATCH,MATCHED,9283265160_R01C02_Grn.idat,9283265160_R01C02_Red.idat,NA,,
USA,PPCG1756,NA,NA,PPCG1756a_450k,450k,TCGA-M7-A721-01A,TUM,NA,UNMATCH,MATCHED,9283265160_R03C01_Grn.idat,9283265160_R03C01_Red.idat,NA,,
USA,PPCG1757,NA,NA,PPCG1757a_450k,450k,TCGA-M7-A722-01A,TUM,NA,UNMATCH,MATCHED,9934625049_R01C02_Grn.idat,9934625049_R01C02_Red.idat,NA,,
USA,PPCG1758,NA,NA,PPCG1758a_450k,450k,TCGA-M7-A723-01A,TUM,NA,UNMATCH,MATCHED,9297949031_R06C01_Grn.idat,9297949031_R06C01_Red.idat,NA,,
USA,PPCG1759,NA,NA,PPCG1759a_450k,450k,TCGA-M7-A724-01A,TUM,NA,UNMATCH,MATCHED,9283265160_R01C01_Grn.idat,9283265160_R01C01_Red.idat,NA,,
USA,PPCG1760,NA,NA,PPCG1760a_450k,450k,TCGA-M7-A725-01A,TUM,NA,UNMATCH,MATCHED,9283265160_R04C01_Grn.idat,9283265160_R04C01_Red.idat,NA,,
USA,PPCG1761,NA,NA,PPCG1761a_450k,450k,TCGA-MG-AAMC-01A,TUM,NA,UNMATCH,MATCHED,3999547132_R03C02_Grn.idat,3999547132_R03C02_Red.idat,NA,,
USA,PPCG1762,NA,NA,PPCG1762a_450k,450k,TCGA-QU-A6IL-01A,TUM,NA,UNMATCH,MATCHED,9283265090_R01C01_Grn.idat,9283265090_R01C01_Red.idat,NA,,
USA,PPCG1763,NA,NA,PPCG1763a_450k,450k,TCGA-QU-A6IM-01A,TUM,NA,UNMATCH,MATCHED,9283265090_R01C02_Grn.idat,9283265090_R01C02_Red.idat,NA,,
